labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1506.11,2310.97
labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1240.14,2310.97
labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1100.66,2310.97
labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1268.06,2310.97
labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1056.87,2310.97
labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1011.17,2310.97
labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1002.41,2310.97
labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1002,2310.97
labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1000.85,2310.97
labirynt3.pgm,astar,152.966,253.23,226.824,425.939,1000.77,2310.97


labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,802.429,1417.49
labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,800.169,1417.49
labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,792.598,1417.49
labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,795.02,1417.49
labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,809.8,1417.49
labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,825.575,1417.49
labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,819.502,1417.49
labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,823.449,1417.49
labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,826.611,1417.49
labirynt3.pgm,astar,134.965,76.9935,350.115,418.1,826.193,1417.49


labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,547.465,1874.89
labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,548.237,1874.89
labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,545.458,1874.89
labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,547.506,1874.89
labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,544.399,1874.89
labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,549.749,1874.89
labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,544.95,1874.89
labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,546.062,1874.89
labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,545.028,1874.89
labirynt3.pgm,astar,172.069,456.098,101.438,15.6757,547.408,1874.89


labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,765.829,1573.04
labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,762.604,1573.04
labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,764.566,1573.04
labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,763.96,1573.04
labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,770.943,1573.04
labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,766.016,1573.04
labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,766.548,1573.04
labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,770.443,1573.04
labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,764.395,1573.04
labirynt3.pgm,astar,449.339,372.447,276.931,67.3066,767.083,1573.04


labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,755.602,2576.28
labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,752.627,2576.28
labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,746.883,2576.28
labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,748.853,2576.28
labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,748.85,2576.28
labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,758.392,2576.28
labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,710.619,2576.28
labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,717.428,2576.28
labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,708.055,2576.28
labirynt3.pgm,astar,211.798,398.709,298.958,93.5073,713.203,2576.28


labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,259.768,1052.8
labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,258.463,1052.8
labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,261.182,1052.8
labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,258.578,1052.8
labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,257.979,1052.8
labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,256.416,1052.8
labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,257.855,1052.8
labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,257.387,1052.8
labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,258.963,1052.8
labirynt4.pgm,astar,422.954,53.9657,145.191,33.5684,260.313,1052.8


labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,682.011,2340.46
labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,686.715,2340.46
labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,682.079,2340.46
labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,680.622,2340.46
labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,684.083,2340.46
labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,687.991,2340.46
labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,684.025,2340.46
labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,683.062,2340.46
labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,685.689,2340.46
labirynt4.pgm,astar,39.35,436.758,225.274,62.4405,680.442,2340.46


labirynt4.pgm,astar,158.606,305.962,446.665,503.307,404.881,974.327
labirynt4.pgm,astar,158.606,305.962,446.665,503.307,404.567,974.327
labirynt4.pgm,astar,158.606,305.962,446.665,503.307,407.085,974.327
labirynt4.pgm,astar,158.606,305.962,446.665,503.307,408.179,974.327
labirynt4.pgm,astar,158.606,305.962,446.665,503.307,405.174,974.327
labirynt4.pgm,astar,158.606,305.962,446.665,503.307,404.468,974.327
labirynt4.pgm,astar,158.606,305.962,446.665,503.307,404.424,974.327
labirynt4.pgm,astar,158.606,305.962,446.665,503.307,403.185,974.327
labirynt4.pgm,astar,158.606,305.962,446.665,503.307,402.685,974.327
labirynt4.pgm,astar,158.606,305.962,446.665,503.307,401.951,974.327


labirynt4.pgm,astar,239.31,448.381,151.587,67.221,735.228,1810.77
labirynt4.pgm,astar,239.31,448.381,151.587,67.221,741.78,1810.77
labirynt4.pgm,astar,239.31,448.381,151.587,67.221,746.032,1810.77
labirynt4.pgm,astar,239.31,448.381,151.587,67.221,736.702,1810.77
labirynt4.pgm,astar,239.31,448.381,151.587,67.221,735.642,1810.77
labirynt4.pgm,astar,239.31,448.381,151.587,67.221,731.519,1810.77
labirynt4.pgm,astar,239.31,448.381,151.587,67.221,738.591,1810.77
labirynt4.pgm,astar,239.31,448.381,151.587,67.221,738.174,1810.77
labirynt4.pgm,astar,239.31,448.381,151.587,67.221,739.908,1810.77
labirynt4.pgm,astar,239.31,448.381,151.587,67.221,736.049,1810.77


labirynt4.pgm,astar,431.523,337.427,304.865,223.413,104.273,755.463
labirynt4.pgm,astar,431.523,337.427,304.865,223.413,105.408,755.463
labirynt4.pgm,astar,431.523,337.427,304.865,223.413,104.889,755.463
labirynt4.pgm,astar,431.523,337.427,304.865,223.413,105.507,755.463
labirynt4.pgm,astar,431.523,337.427,304.865,223.413,108.322,755.463
labirynt4.pgm,astar,431.523,337.427,304.865,223.413,109.124,755.463
labirynt4.pgm,astar,431.523,337.427,304.865,223.413,108.596,755.463
labirynt4.pgm,astar,431.523,337.427,304.865,223.413,108.309,755.463
labirynt4.pgm,astar,431.523,337.427,304.865,223.413,106.51,755.463
labirynt4.pgm,astar,431.523,337.427,304.865,223.413,108.029,755.463


labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,853.752,2493.83
labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,852.131,2493.83
labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,867.265,2493.83
labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,865.598,2493.83
labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,853.034,2493.83
labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,858.827,2493.83
labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,873.428,2493.83
labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,870.042,2493.83
labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,872.456,2493.83
labirynt5.pgm,astar,182.4,300.611,76.5293,87.6742,868.689,2493.83


labirynt5.pgm,astar,203.348,326.631,190.73,1.23226,699.131,2057.38
labirynt5.pgm,astar,203.348,326.631,190.73,1.23226,661.346,2057.38
labirynt5.pgm,astar,203.348,326.631,190.73,1.23226,669.467,2057.38
labirynt5.pgm,astar,203.348,326.631,190.73,1.23226,663.476,2057.38
